,Open,High,Low,Close,Volume,Next_Change,MACD,signal_line,MACD_signals,previous_MACD_signal,MACD_change,signal_change,convergence,RSI,Stochastic_Oscillator,stoch_ma,STOCH_signals,previous_STOCH_signal,STOCH_change,STOCH_ma_change,stoch_convergence
2015-06-18,59.05,60.04941176470588,58.1392513368984,58.28,3842975,0,1.9948021378874117,2.3003855832038917,0,0.0,0,0,-0.0343650273080609,60.37575378722508,52.12502326715372,59.93312936698251,0,69.80692261615448,0,0,-9.873793249171968
2015-06-19,58.21,61.90714675892207,60.756613255644574,57.97,5088801,0,1.8605615312584192,2.2124207728147973,0,0.0,0,0,-0.04627579623989808,58.92948339537551,48.070922323126055,54.002025845054284,0,52.12502326715372,0,0,1.8770025779005621
2015-06-22,57.71,56.02304439746301,52.73326286116984,54.92,8434407,1,1.490879443087465,2.0681125068693307,0,0.0,0,0,-0.22537382222548752,47.00030716329827,23.749431456717716,38.875728650886,0,48.070922323126055,0,0,-9.195193672240059
2015-06-23,55.4,57.108220858895706,55.108438212094654,56.76,6402930,1,1.3310330270778792,1.9206966109110404,0,0.0,0,0,-0.012430520051295524,53.16048032844319,43.73306511089261,41.30439688088931,1,23.749431456717716,1,1,17.55496542417159
2015-06-24,56.67,57.74169741697417,56.33825338253383,57.05,3447723,0,1.213762666647824,1.7793098220583972,0,0.0,0,0,0.0241164284225881,54.0666561873319,46.882659545517996,44.093528213203655,1,43.73306511089261,1,1,0.3604631023110372
2015-06-25,57.07,60.55821171254388,59.096824311841864,56.91,3361825,0,1.0968840347821356,1.642824664603145,0,0.0,0,0,0.01960652558956366,53.52826499897875,45.362165680526424,44.72784694686504,0,46.882659545517996,0,1,-2.15481259865296
2015-06-26,57.0,58.036393535049804,54.49622439391092,54.13,11049931,0,0.7710459723827299,1.4684689261590622,0,0.0,0,0,-0.1514823239553229,44.130782882942746,15.225145144603239,29.97649604573414,0,45.362165680526424,0,0,-15.385669634792283
2015-06-29,52.81,54.209201441578145,52.59433042488619,53.21,3234830,0,0.43358257907968323,1.2614916567431864,0,0.0,0,0,-0.13048612388717085,41.53217511534343,6.6109923467909875,18.293744196262566,0,15.225145144603239,0,0,3.068599051659323
2015-06-30,53.81,54.91201539942252,52.720000000000006,52.72,4639896,0,0.1251587515165653,1.0342250756978622,0,0.0,0,0,-0.08115724651779366,40.17526588706841,1.3494261092052466,9.821585152733906,0,6.6109923467909875,0,0,3.2105928059429196
2015-07-01,53.16,53.54614492753624,51.38783574879228,51.95,3843852,0,-0.1793346604091468,0.7915131284764604,0,0.0,0,0,-0.06178146470431034,38.07036115304192,5.344116650476234,7.58285090160507,1,1.3494261092052466,1,0,6.233424792399823
2015-07-02,52.0,53.12146643109541,52.11572438162545,51.75,2261960,0,-0.43180859100154834,0.5468487845808586,0,0.0,0,0,-0.007809586696799764,37.52048350640711,3.44285144586912,5.512851173737095,0,5.344116650476234,0,0,0.16873452326086058
2015-07-06,50.62,49.86757894736842,48.161454545454546,50.94,6593619,1,-0.689310290571072,0.29961696955047257,0,0.0,0,0,-0.010269884539137575,35.29689086916751,20.213936201940673,12.863393687838883,1,3.44285144586912,1,1,9.420542241969764
2015-07-07,51.77,53.86082926829268,51.33243902439025,52.25,5204057,0,-0.7786998239594993,0.08395361084847819,0,0.0,0,0,0.126273825313567,41.35059727886218,29.744194697882495,21.30379419286069,1,20.213936201940673,1,1,1.0898579909200166
2015-07-08,51.76,51.8999807840123,50.35391285549577,51.25,2675478,1,-0.9196323663696901,-0.1167635845951555,0,0.0,0,0,0.059784653033442825,38.397280334439536,22.469188212430733,21.88649120264571,0,29.744194697882495,0,1,-7.857703495236784
2015-07-09,51.89,52.21838887830889,51.39581793944011,52.04,1928053,1,-0.9565495165045164,-0.2847207709770277,0,0.0,0,0,0.13104003624704597,41.92603544380965,28.21644333593762,25.051467269291663,1,22.469188212430733,1,1,2.5822790568609335
2015-07-10,52.25,53.69905776242563,52.540230282095564,52.51,2588467,0,-0.9370794829462881,-0.4151925133708798,1,0.0,1,0,0.14994177595208047,43.98195004303587,35.078088535039505,30.064777902165584,1,28.21644333593762,1,1,1.8483345662279653
2015-07-13,52.93,50.43209023103511,48.46030925959614,52.11,3750600,1,-0.943055046592157,-0.5207650200151352,0,1.0,0,0,0.0995969429983865,42.59972977681392,31.85143825377151,30.958108077968546,0,35.078088535039505,0,1,-4.119980457070959
2015-07-14,54.34,56.382073394495414,54.28464009174313,54.97,9245837,0,-0.7088415417951452,-0.5583803243711373,1,0.0,1,0,0.2718288091530138,53.783548061133956,54.921987764837766,42.940047921403156,1,31.85143825377151,1,1,11.088609667631648
2015-07-15,55.75,55.43727371469949,53.10888848660391,54.5,4204414,1,-0.5547558438283033,-0.5576554282625705,1,1.0,1,1,0.15336080185827516,51.990800351592426,51.13067368434786,47.03536080287551,0,54.921987764837766,0,1,-7.886626961962257
2015-07-16,55.15,54.00139124293785,52.91882768361582,55.24,2912422,1,-0.3686800879417049,-0.5198603601983974,1,1.0,1,1,0.14828068782242532,54.55904125424382,71.6819158275689,59.35863831522221,1,51.13067368434786,1,1,8.22796463087434
2015-07-17,55.62,52.83915789473684,51.51631578947368,56.64,5496453,1,-0.10701184514802975,-0.43729065718832394,1,1.0,1,1,0.17909853978360168,59.02496798190727,103.13755704091157,81.2480976780669,1,71.6819158275689,1,1,9.566181850497983
2015-07-20,58.65,59.97678916827853,56.7525467440361,60.8,14818632,1,0.4310702464441505,-0.26361847646182907,1,1.0,1,1,0.3644099108656853,68.82831480548919,106.96730865439267,94.10770316622978,1,103.13755704091157,1,1,-9.029853874681791
2015-07-21,61.2,62.613326848249024,59.404708171206224,62.04,23962816,0,0.9466494322050352,-0.021564894728456213,1,1.0,1,1,0.2735256040275119,71.0515880801487,96.03285417808347,95.07027867215663,0,106.96730865439267,0,1,-11.897029982236049
2015-07-22,62.39,61.00484753713838,57.91843627834245,61.68,22582216,1,1.3110872622774536,0.24496553667272575,1,1.0,1,1,0.09790739867123655,69.50172389809981,93.54182746225517,94.30605306720591,0,96.03285417808347,0,0,-1.7268011108775738
2015-07-23,61.5,67.11818401158115,63.24024449091201,63.95,18438855,0,1.7627569324221994,0.5485238158226204,1,1.0,1,1,0.14811139099485104,73.4364460567665,83.28728583038381,88.79666944879486,0,93.54182746225517,0,0,-4.745158013460312
2015-07-24,65.0,65.97508405418638,62.20054214134161,62.17,9639399,0,1.954546481026533,0.8297283488634031,1,1.0,1,1,-0.08941498443644913,66.22174668243173,73.47938027585532,81.1380248623251,0,83.28728583038381,0,0,-2.1492609680587265
2015-07-27,60.98,61.515394104453705,58.286007689843004,61.27,6450013,1,2.0107400421150814,1.0659306875137389,1,1.0,1,1,-0.18000877756178735,62.85909485831712,68.65567976353279,74.89685231292894,0,73.47938027585532,0,0,1.4174720370736225
2015-07-28,62.04,63.89872949733312,61.65324389849685,62.42,6493180,0,2.123589811718766,1.2774625123547443,1,1.0,1,1,-0.09868205523732088,65.28481538740837,74.8192970848338,74.85807469888138,1,68.65567976353279,1,0,6.202394935348579
2015-07-29,61.63,62.48177986707732,61.42871616145243,61.87,3787107,0,2.1439297758046294,1.4507559650447213,1,1.0,1,1,-0.1529534886041135,63.16019532978561,71.8714801050811,73.36477740198124,0,74.8192970848338,0,0,-1.4545196828525633
2015-07-30,61.76,61.88033500805153,60.16016747181965,61.69,3307305,1,2.121074422586382,1.5848196565530535,0,1.0,0,1,-0.15691904472657958,62.44396278331032,70.9067400026166,72.13575870229892,0,71.8714801050811,0,0,0.26427859721782454
2015-07-31,64.05,64.46390941214263,61.87059106970768,62.1,9919557,1,2.1117025712320725,1.6901962394888574,0,0.0,0,1,-0.1147484342901135,63.46037689474092,67.8360056619982,69.98588218214856,0,70.9067400026166,0,0,-0.9208578204680435
2015-08-03,63.0,63.583827319587634,61.35739046391753,62.26,5518493,0,2.0930584988464105,1.7707686913603682,0,0.0,0,1,-0.09921652425717276,63.87130328195007,68.8615238738062,69.42370302797738,1,67.8360056619982,1,0,1.5876973659791815
2015-08-04,62.26,61.88188287857029,59.94033508855912,62.08,4740993,1,2.0402398267625372,1.824662918440802,0,0.0,0,1,-0.10671289916430715,63.0127532119934,67.70781588552218,68.56575945674979,0,68.8615238738062,0,0,-0.2957644170564322
2015-08-05,62.6,63.437428435114505,61.364375,62.67,4987230,1,2.0226726070186203,1.864264856156366,0,0.0,0,1,-0.05716915745948081,64.68824882655903,71.48941429156427,70.02758687415704,1,67.70781588552218,1,1,2.3197709886348434
2015-08-06,62.43,64.27600380589914,61.523882017126546,62.88,6543299,1,2.0026108524384085,1.8919340554127746,0,0.0,0,1,-0.047730953836620404,65.29092810259053,59.11313600707445,64.57036144061574,0,71.48941429156427,0,0,-6.919052850948525
2015-08-07,62.34,61.647627432808164,60.05992585727526,63.06,4061864,1,1.9784301518135905,1.909233274692938,0,0.0,0,1,-0.041479919904981344,65.82927118630496,55.88809466025984,60.22922805043779,0,59.11313600707445,0,0,1.116092043363338
2015-08-10,63.5,71.70340943683408,68.75819381024859,64.74,8286790,0,2.0709560399073865,1.9415778277358278,1,0.0,1,1,0.06018133505090617,70.43791053794153,49.48550601605938,54.857367033248586,0,55.88809466025984,0,0,-1.0307276270112524
2015-08-11,64.0,66.60047443331577,60.532662098049556,59.13,10618090,0,1.6723258264206677,1.8877274274727958,0,1.0,0,0,-0.3447798132236868,47.432401100967304,6.290281278536425,30.573824155892506,0,49.48550601605938,0,0,-18.911681860166876
2015-08-12,57.75,55.236176470588234,51.66854117647059,56.91,13918475,1,1.1638568463222967,1.742953311242696,0,0.0,0,0,-0.3636948638682713,41.63704547048853,26.161683498059155,28.36775382697583,1,6.290281278536425,1,0,22.077472548439406
2015-08-13,58.57,61.542310960067965,58.8124893797791,59.5,9238394,0,0.958830074492262,1.5861286638926093,0,0.0,0,0,-0.04820212447994798,49.40402908377669,39.089145592352025,33.72844970966393,1,26.161683498059155,1,1,7.566766211604772
2015-08-14,59.28,60.24702160546543,58.91030742954741,58.85,3410220,0,0.7354178734916132,1.4159865058124101,0,0.0,0,0,-0.05327004292044957,47.68877080528151,35.844801823514054,34.78662576658899,0,39.089145592352025,0,1,-4.302519825763035
2015-08-17,58.8,60.77019481648983,58.99811271525483,58.55,4428145,0,0.5280673698758136,1.2384026786250908,0,0.0,0,0,-0.0297666764284803,46.879776857428006,34.347412391742665,34.56701907916583,0,35.844801823514054,0,0,-1.2777827443482295
2015-08-18,58.09,61.74890799341503,59.77193341869398,57.49,3999878,0,0.2750370052779587,1.0457295439556644,0,0.0,0,0,-0.06035722992842851,44.037163602988905,29.056636399483835,31.811827739324833,0,34.347412391742665,0,0,-2.535584652417832
2015-08-19,56.76,61.54156521739131,58.72703260869565,54.67,6931572,0,-0.15129774767223836,0.806324085630084,0,0.0,0,0,-0.1869292946246166,37.51917690786248,14.981175740832931,23.396501740078882,0,29.056636399483835,0,0,-5.660134659404953
2015-08-20,53.22,56.15251084934904,52.83773506922918,50.6,8839668,0,-0.8082688760785572,0.4834054932883558,0,0.0,0,0,-0.33405253606459073,30.502131271214623,-5.333407550198698,9.031547094940091,0,14.981175740832931,0,0,-5.9496286458928385
2015-08-21,48.45,51.40300041788551,48.582104053489346,48.39,8724464,0,-1.490075100601139,0.08870937451045685,0,0.0,0,0,-0.28711010574468276,27.495094347656575,-0.83085297436418,4.100347060287955,1,-5.333407550198698,1,0,9.433754610486655
2015-08-24,43.3,52.22571124813948,43.504465234956406,47.86,12340854,0,-2.0495520559894658,-0.3389429115895277,0,0.0,0,0,-0.13182466928834224,26.81242109743998,15.445737024273315,9.773042042280636,1,-0.83085297436418,1,1,10.603895016644813
2015-08-25,51.41,52.487024632670696,47.73118193604148,47.03,8670007,0,-2.5307428095730344,-0.7773028911862291,0,0.0,0,0,-0.04283077398686741,25.734801691310977,12.502364414086262,11.13770322818345,0,15.445737024273315,0,1,-4.308033796089866
2015-08-26,48.28,47.433123953098836,42.52023450586265,46.28,11537210,1,-2.9387327981690134,-1.2095888725827861,0,0.0,0,0,0.024295992800578148,24.766175575816092,12.88333261555855,12.010517921871,1,12.502364414086262,1,1,-0.491846492215263
2015-08-27,47.85,49.028841843088415,46.44159402241594,47.76,8483878,1,-3.106830563614082,-1.5890372107890456,0,0.0,0,0,0.21135057276119085,30.338225708777188,17.954747920783984,14.982632921327491,1,12.88333261555855,1,1,2.099300305768942
2015-08-28,47.21,51.17896973599485,48.66614333547971,48.18,5337482,0,-3.1696213420839925,-1.905154037048035,0,0.0,0,0,0.2533260477890791,31.880097114667535,23.503775341062227,19.243204131194858,1,17.954747920783984,1,1,1.2884562104108763
2015-08-31,47.57,51.59130693522547,49.42357628747998,46.59,5200800,0,-3.309532962342935,-2.1860298221070154,0,0.0,0,0,0.1409641648000377,29.241429204982083,21.16508711207718,20.20414562163602,0,23.503775341062227,0,1,-3.299629719426207
2015-09-01,43.6,46.62171753875968,44.54728924418604,43.69,15897846,0,-3.61277388462738,-2.4713786346110886,0,0.0,0,0,-0.0178921097803717,25.15232002229213,6.083443534961413,13.143794578298717,0,21.16508711207718,0,0,-8.021292533778466
2015-09-02,40.67,44.18508667529107,41.69653816300129,41.28,19379926,0,-4.001435303686385,-2.777389968426148,0,0.0,0,0,-0.08265008524394579,22.354620086448918,-2.0772515494379213,5.533271514430398,0,6.083443534961413,0,0,-0.550172020531015
2015-09-03,40.88,43.80263372250883,40.51796090143905,38.65,11260919,0,-4.470142280969803,-3.115940430934879,0,0.0,0,0,-0.13015651477468682,19.7702293294208,-8.798292856869415,-1.6325106712195083,0,-2.0772515494379213,0,0,0.444740878218413
2015-09-04,38.13,38.60766133333333,36.093399999999995,36.83,14255773,1,-4.931606240026959,-3.479073592753295,0,0.0,0,0,-0.09833079723873972,18.201997517703802,2.871118358634976,0.6193038437077338,1,-8.798292856869415,1,1,9.417596700577148
2015-09-08,37.82,42.4479940564636,40.542347696879645,37.5,11942642,0,-5.183504142535824,-3.819959702709801,0,0.0,0,0,0.08898820744764047,20.695915720342356,5.5273140046997655,3.07330892420375,1,2.871118358634976,1,1,0.20219056556877346
2015-09-09,38.04,37.89101239669421,33.113665879574974,33.65,19289875,1,-5.6289112839027595,-4.181750018948392,0,0.0,0,0,-0.08361682512834401,17.41093890625639,2.327955768306402,2.700632346255076,0,5.5273140046997655,0,0,-2.8266816584446897
2015-09-10,33.86,36.50303516347933,35.269895126465144,33.88,13764947,0,-5.895382277464847,-4.524476470651684,0,0.0,0,0,0.07625545814120382,18.245791060109426,3.9556079572550837,3.32812015175508,1,2.327955768306402,1,1,1.000164383448678
2015-09-11,33.5,33.475030413625305,30.883796836982967,32.42,16583791,1,-6.15343924076889,-4.850269024675125,0,0.0,0,0,0.06773559071939861,17.066448680111634,7.110989050088524,5.219554600921802,1,3.9556079572550837,1,1,1.2639466436667188
2015-09-14,32.9,33.86924039320822,31.94952636282395,32.88,17324849,1,-6.248800801867276,-5.129975380113555,0,0.0,0,0,0.1843447943400438,18.846265782441264,9.240300486094501,7.229927543508151,1,7.110989050088524,1,1,0.11893849341962692
2015-09-15,33.68,32.038539042821164,30.760755667506302,33.57,10278894,1,-6.197260135470081,-5.343432331184861,1,0.0,1,0,0.2649976174685005,21.56538847979884,13.486173728139148,10.35805063582365,1,9.240300486094501,1,1,1.1177501497291482
2015-09-16,33.95,35.23812224669603,32.99024091409691,35.73,14501348,1,-5.913947532048134,-5.457535371357515,1,1.0,1,0,0.39741564359460213,29.52587041666844,23.85555844695511,17.10680454138938,1,13.486173728139148,1,1,3.6206308132502336
2015-09-17,35.32,38.48990042674254,36.40266287339972,36.32,13632655,0,-5.577518027577391,-5.481531902601491,1,1.0,1,0,0.36042603571471865,31.568869948404412,26.687936680335422,21.897370610862403,1,23.85555844695511,1,1,-1.958187836092712
2015-09-18,35.73,39.093074062596834,37.45920359466997,35.15,13075231,0,-5.343705532307403,-5.453966628542673,1,1.0,1,1,0.20624722121116967,29.728400458274194,21.071186624310087,21.484278617586245,0,26.687936680335422,0,0,-5.203658062749177
2015-09-21,33.68,32.91908135694987,31.00090063044131,32.27,14611657,1,-5.3293657649898165,-5.429046455832102,1,1.0,1,1,-0.010580405392984105,25.74897129041173,9.515465359191586,15.499871988388914,0,21.071186624310087,0,0,-5.571314635921171
2015-09-22,31.38,34.44278492647059,31.177098651960783,33.31,14515387,0,-5.174434428601501,-5.378124050385982,1,1.0,1,1,0.10400893094219565,29.422963167895062,18.989730892477205,17.244801440433058,1,9.515465359191586,1,1,7.729336081241476
2015-09-23,33.45,32.38018867924528,31.004150943396226,32.64,8442808,1,-5.04752885817075,-5.3120050119429365,1,1.0,1,1,0.060786531987704784,28.446424270424515,14.409307651614398,15.827054546023728,0,18.989730892477205,0,0,-3.162676346453477
2015-09-24,32.52,35.71520891364903,33.867613494274224,33.92,7620515,0,-4.788471458452406,-5.207298301244831,1,1.0,1,1,0.15435068902023819,33.02012083618227,27.031572620942818,21.42931358348327,1,14.409307651614398,1,1,7.020005931868877
2015-09-25,34.69,38.114256825075834,34.99977755308392,32.31,8291990,0,-4.659369832365925,-5.09771260746905,1,1.0,1,1,0.019515932310699924,30.388931908384293,13.255863198251399,17.342588390867334,0,27.031572620942818,0,0,-9.688984230075482
2015-09-28,32.0,31.945428667113195,29.43152712659076,29.67,9771950,1,-4.715721893610244,-5.021314464697289,0,1.0,0,1,-0.1327502040160793,26.64028166920312,2.4682680215578827,9.905428206212608,0,13.255863198251399,0,0,-3.3504349920387906
2015-09-29,29.85,29.620890454836644,27.64106342088405,29.86,8871161,1,-4.690975253347418,-4.955246622427316,1,0.0,1,1,-0.04132120200714695,27.33501641923813,19.375956314899845,14.640692260556227,1,2.4682680215578827,1,1,12.172424238998344
2015-09-30,30.3,32.70468905886265,31.043498503491847,31.22,6619236,0,-4.509638424043523,-4.8661249827505575,1,1.0,1,1,0.0922151896271366,32.27876342398257,31.25160018695789,22.946146223757058,1,19.375956314899845,1,1,3.5701899088572144
2015-10-01,31.02,31.10723718791064,29.388386990801575,30.07,6885380,1,-4.407911410497235,-4.774482268299893,1,1.0,1,1,0.010084299095623805,30.39561068346363,21.209695442202936,22.07792083298,0,31.25160018695789,0,0,-9.173679353977896
2015-10-02,29.4,30.782022471910114,29.0819695968275,30.44,10697118,0,-4.248462480676096,-4.669278310775134,1,1.0,1,1,0.054244972296379146,31.774732012189517,24.440569142689323,23.259244987834663,1,21.209695442202936,1,1,2.0495495456317236
2015-10-05,30.56,30.536437194127245,29.104887438825454,30.26,8285085,1,-4.089481552973769,-4.553318959214861,1,1.0,1,1,0.043021576142054485,31.44828084832274,22.868792747858116,23.06401886784639,0,24.440569142689323,0,0,-1.3765502748429341
2015-10-06,30.45,33.38791339924992,31.120252301397887,30.65,8715038,0,-3.8872089565919126,-4.420096958690272,1,1.0,1,1,0.06905059585726736,33.05316309372948,26.274308269992385,24.669163568919387,1,22.868792747858116,1,1,1.8003708210612714
2015-10-07,29.99,32.677445652173915,29.244985507246376,29.33,18629583,0,-3.7897337433971003,-4.294024315631638,1,1.0,1,1,-0.0285974298638223,30.454387944199752,14.747948041230156,19.708555805074774,0,26.274308269992385,0,0,-6.565752464917615
2015-10-08,28.96,27.533562585969744,25.687551581843195,27.6,18023213,1,-3.8081821234479207,-4.196855877194894,0,1.0,0,1,-0.11561681848756411,27.412386723373444,15.389826834416077,17.549191319745425,1,14.747948041230156,1,0,2.801243278515269
2015-10-09,28.23,30.85790583274771,28.55888966971187,29.08,18093195,0,-3.661175217522519,-4.089719745260419,1,0.0,1,1,0.03987077399092698,33.52939973944321,27.299661106907397,22.424426213326413,1,15.389826834416077,1,1,7.0345993789103325
2015-10-12,29.1,29.81329996424741,28.34827643904183,28.46,7137535,0,-3.5537347616832733,-3.9825227485449903,1,1.0,1,1,0.0002434591238169581,32.30136018386095,22.31040620897186,22.367416211149134,0,27.299661106907397,0,0,-4.932244895758259
2015-10-13,27.94,28.567436810252758,27.780811676753288,27.97,4659015,1,-3.468147683613399,-3.879647735558672,1,1.0,1,1,-0.01728793491644387,31.324876439844388,18.367285402538894,20.367350806844016,0,22.31040620897186,0,0,-1.9430554021278468
2015-10-14,27.29,28.00634022424667,26.259327259985984,28.09,8027395,1,-3.351996580469045,-3.774117504540747,1,1.0,1,1,0.010620872126428704,31.86808257709184,19.33294764084901,19.850149223846515,1,18.367285402538894,1,0,1.4828638213076175
2015-10-15,28.03,29.300532959326787,28.029642356241233,28.54,6737489,0,-3.186898176803595,-3.6566736389933165,1,1.0,1,1,0.04765453811801956,33.9770792875527,37.04304402565635,28.446596624751432,1,19.33294764084901,1,1,9.113648983902422
2015-10-16,28.27,27.692496626180837,26.77839406207827,28.52,5170934,1,-3.0228250892958606,-3.529903929053826,1,1.0,1,1,0.03730337756824387,33.92681372694632,36.78331597034875,32.614956297550094,0,37.04304402565635,0,1,-4.428087728106259
2015-10-19,28.5,29.630221049158695,27.45538238205213,29.64,8393774,1,-2.77048492000295,-3.3780201272436505,1,1.0,1,1,0.10045636748273523,39.33893166485515,51.32808706757477,41.97152168256243,1,36.78331597034875,1,1,5.18820571221368
2015-10-20,30.14,32.677642807983474,31.15484170681349,30.31,9052495,0,-2.487762736995652,-3.1999686491940507,1,1.0,1,1,0.10467070495769804,42.379538033057834,60.02897692037959,51.000249301471015,1,51.32808706757477,1,1,-0.32783776610376236
2015-10-21,30.52,30.962256267409472,29.171302228412255,29.06,6174443,0,-2.337621280371753,-3.0274991754295915,1,1.0,1,1,-0.022328017140559986,38.502022199752055,43.795973463654136,47.398111382562575,0,60.02897692037959,0,0,-12.630865537817016
2015-10-22,29.25,29.636281303602058,28.07958833619211,28.72,5843518,1,-2.220472033382979,-2.866093747020269,1,1.0,1,1,-0.04425618142054866,37.49706351559449,39.38059652342481,43.389353952993694,0,43.795973463654136,0,0,-0.4066195106604411
2015-10-23,29.65,30.07137895102466,29.170250086835704,29.15,5692149,0,-2.0690819164158967,-2.706691380899395,1,1.0,1,1,-0.008012249153791728,39.64275986573312,44.96474971253837,44.17705183276603,1,39.38059652342481,1,1,4.796455309341219
2015-10-26,29.11,30.00360609280907,29.14694296847325,28.79,4799101,0,-1.9556100935338172,-2.5564751234262793,1,1.0,1,1,-0.03674443459103616,38.45258144948131,44.38351829450849,44.280285063637265,0,44.96474971253837,0,1,-0.6844646489011126
2015-10-27,29.04,27.146027805362465,26.155501489572988,28.23,6386567,1,-1.8890938779591515,-2.422998874332854,1,1.0,1,1,-0.06696003351875968,36.6112460271839,36.37217792879464,40.326231496215954,0,44.38351829450849,0,0,-4.057286798292537
2015-10-28,28.62,36.16474238875879,33.5116393442623,30.21,24816468,0,-1.6575031805378728,-2.269899735573858,1,1.0,1,1,0.07849155866228275,46.38679249007026,40.50755248339387,40.41689198980491,1,36.37217792879464,1,1,4.044714061010275
2015-10-29,25.02,27.00348,25.568862479999996,25.62,41418753,0,-1.823322398449541,-2.1805842681489946,0,1.0,0,1,-0.2551346853365315,33.4922629773849,0.48261702133612494,20.449754505570517,0,40.50755248339387,0,0,-20.057797977823355
2015-10-30,25.94,25.38160469667319,24.452054794520546,25.0,10112389,1,-1.9819178267455868,-2.140850979868313,0,0.0,0,1,-0.19832871657672735,32.19058454939564,4.678219247894923,12.56398687673272,1,0.48261702133612494,1,0,12.081369855396595
2015-11-02,25.12,26.479276578737007,24.814850319744203,25.55,8777205,0,-2.0397129021713134,-2.120623364328913,0,0.0,0,1,-0.0780226909651267,34.61815622686356,9.373981817969439,10.968984347351078,1,4.678219247894923,1,0,6.2907650994561575
2015-11-03,25.75,25.384751773049643,24.487659574468083,25.02,9473350,1,-2.1040285549729916,-2.1173044024577288,0,0.0,0,1,-0.06763461467286236,33.37809956274397,4.848974250443083,7.908979298897081,0,9.373981817969439,0,0,-1.4650025190723577
2015-11-04,25.07,26.4029746070133,25.645973397823457,25.38,6024786,0,-2.1017228293335855,-2.1141880878329005,1,0.0,1,1,-0.0008105889854221893,35.07921075725298,7.92256429631003,7.915771797603556,1,4.848974250443083,1,1,3.066797547160472
2015-11-05,25.4,25.22465181058496,24.30649423000398,24.81,6355686,1,-2.1214351772875197,-2.1156375057238246,0,1.0,0,0,-0.018262930063010163,33.61563875890084,4.246038396694247,6.080905097148902,0,7.92256429631003,0,0,-1.8416591991611293
2015-11-06,24.81,24.470725308641974,23.75327932098765,25.13,4358693,1,-2.087176359561539,-2.1099452764913678,1,0.0,1,1,0.02856658849352378,35.24895714732564,11.092331915221823,8.586618506185363,1,4.246038396694247,1,1,4.340580109491115
2015-11-09,25.15,27.059568345323743,26.033956834532372,25.92,6693212,0,-1.973529976903734,-2.082662216573841,1,1.0,1,1,0.08636332274027847,39.2244911369141,17.457415513233702,13.022017009709533,1,11.092331915221823,1,1,1.9296850944877093
2015-11-10,25.9,25.90716334661354,24.740892430278883,25.02,4741382,1,-1.9337952898994253,-2.052888831238958,1,1.0,1,1,0.009961301669425549,36.47681397844516,10.206054452207518,11.614035730958525,0,17.457415513233702,0,0,-5.843379782275177
2015-11-11,25.02,27.51784017278618,26.845615550755944,25.1,3525880,0,-1.8742448053245475,-2.017160026056076,1,1.0,1,1,0.023821679391995865,36.89994056507007,10.850619879854303,11.232327805406413,1,10.206054452207518,1,0,1.0262733531988975
2015-11-12,24.88,27.2395415879017,25.272448015122873,23.15,9106900,0,-1.9617850831610433,-2.0060850374770696,0,1.0,0,1,-0.09861526641550222,31.40819585253641,-4.860662419035748,3.1858326931853327,0,10.850619879854303,0,0,-7.6647871866689705
2015-11-13,22.87,22.461702127659574,20.318297872340427,21.16,11115265,1,-2.166760684506894,-2.0382201668830344,0,0.0,0,0,-0.17284047193988572,26.993096074262894,5.311615023720262,4.248723858452797,1,-4.860662419035748,1,1,9.109386277488547
2015-11-16,21.09,22.573061811212266,21.599281264973648,21.62,4709835,0,-2.2659665182165227,-2.083769437149732,0,0.0,0,0,-0.05365656344293113,29.46148332087985,8.214474397148786,6.231599127800791,1,5.311615023720262,1,1,0.9199841040805294
2015-11-17,21.75,23.061297324583546,21.881367995961636,20.87,4838923,0,-2.377697966072027,-2.1425551429341914,0,0.0,0,0,-0.0529457420710453,27.810487121165906,7.663016684066375,6.947307905933583,0,8.214474397148786,0,1,-1.2671664912152023
2015-11-18,19.87,19.85969894631209,18.746442548921223,19.81,17129662,1,-2.522698981160275,-2.218583910579408,0,0.0,0,0,-0.06897224744303099,25.62483134173368,12.125290594341319,9.53629925013745,1,7.663016684066375,1,1,1.8732825660710768
2015-11-19,19.95,19.813051344743275,18.955427872860636,19.93,5075263,1,-2.5979824091506707,-2.2944636102936604,0,0.0,0,0,0.0005962717238565673,26.330693364326024,13.493373597140195,11.514836423638823,1,12.125290594341319,1,1,-0.6104541707024964
2015-11-20,20.0,22.119167983149026,21.225355450236968,20.45,5561505,0,-2.5858770332553895,-2.3527462948860065,1,0.0,1,0,0.07038806048762725,29.45507729563188,19.421733275935274,15.468284849787048,1,13.493373597140195,1,1,1.9749112526468533
2015-11-23,20.2,19.89428571428571,18.478783695652172,18.99,11300489,1,-2.663391316719135,-2.4148752992526323,0,1.0,0,0,-0.015385279097119842,26.107181054541385,5.65563790469773,10.561961377242389,0,19.421733275935274,0,0,-8.859771898692884
2015-11-24,18.8,18.837,18.1125,19.32,7775920,1,-2.6674450565643077,-2.4653892507149675,0,0.0,0,0,0.04646021161716263,28.09651427465728,12.838451111995212,11.700206244618801,1,5.65563790469773,1,1,6.04456833992107
2015-11-25,19.3,20.187376725838263,18.944773175542405,20.0,5734602,1,-2.585977815057653,-2.489506963583505,1,0.0,1,0,0.10558495437519211,32.15005425740955,20.068386313781335,15.884296279200068,1,12.838451111995212,1,1,3.045845167204856
