,Next_Change,MACD,signal_line,MACD_signals,previous_MACD_signal,MACD_change,signal_change,convergence,RSI,Stochastic_Oscillator,stoch_ma,STOCH_signals,previous_STOCH_signal,STOCH_change,STOCH_ma_change,stoch_convergence,Open_1d_change,High_1d_change,Low_1d_change,Close_1d_change,Volume_1d_change,Open_5d_change,High_5d_change,Low_5d_change,Close_5d_change,Volume_5d_change,Close_ma,Open_ma,High_ma,Low_ma,Volume_ma,Close_thirty_ma,Open_thirty_ma,High_thirty_ma,Low_thirty_ma,Volume_thirty_ma,convergence_ma,RSI_ma,MACD_change_ma,signal_line_ma,stoch_convergence_ma,STOCH_change_ma,stoch_ma_ma
2019-06-04,0,-0.034494068751225626,0.09411641459010635,0,0.0,0,0,-0.01097524080741985,38.06373200692165,4.670483998397548,12.596067279152384,1,3.6299625270564473,1,0,8.966104752095937,0.012903225806451623,-0.0020481706422908605,-0.01785159611207733,-0.003257328990227944,-0.04368993676923989,0.1580645161290322,0.14521748637643214,0.1088522160037274,0.10423452768729652,-0.06491191041489117,6.673333333333261,6.772222222222212,6.984642024518684,6.736972693173105,3518736.3333333335,6.549666666666687,6.534666666666678,6.717245401183218,6.405389616407143,5767559.966666667,-0.025387995015833182,49.35404329121897,0.1111111111111111,0.16536881364268396,-1.128694115145894,0.2222222222222222,48.03869004120034
2019-06-03,1,0.008633792891527214,0.12626903542543932,0,0.0,0,0,-0.02754880487575903,37.488686323737284,3.6299625270564473,20.521650559907222,0,30.389380413084446,0,0,-9.867729853177224,0.0031847133757961104,0.04248848103996644,0.05829749931435546,0.029411764705882307,-0.34630971183998366,0.1464968152866242,0.21320639665969862,0.2497152058764926,0.17647058823529413,-0.5964051716462943,6.798888888888816,6.8777777777777676,7.093303241497915,6.84802815798456,3245327.111111111,6.554333333333355,6.540333333333345,6.717132007439425,6.4057624923863985,5685847.9,-0.024940282181944384,52.26258017113322,0.2222222222222222,0.17082960321459686,-1.5355687876426818,0.2222222222222222,54.406566358513906
2019-05-31,0,0.06559140840076427,0.15567784605891735,0,0.0,0,0,-0.030895690258695124,40.642181346474054,30.389380413084446,37.413338592757995,0,36.21683175733072,0,0,1.1965068354272645,0.05873015873015875,0.03514195011337888,0.028138620936048818,0.022222222222222313,-0.12929151281585655,0.1301587301587302,0.08002501725327818,0.09496121063645181,0.134920634920635,-0.010918195086190081,6.905555555555482,6.948888888888879,7.164192487831739,6.924574732113811,3216409.222222222,6.563000000000021,6.544333333333345,6.724258915328247,6.417601494924487,5620189.733333333,-0.024076184834902967,54.88583324398234,0.3333333333333333,0.16994339403255146,-0.009718085549116276,0.3333333333333333,59.64574856068157
2019-05-30,0,0.11900870807399766,0.17819945547345561,0,0.0,0,0,-0.03739663079744052,43.270994065017355,36.21683175733072,44.43729677243154,0,46.20674834746714,0,0,-1.7694515750356032,0.014992503748125883,0.02934937039813138,0.02889863515061631,0.037267080745341505,1.085267946628889,0.08395802098950532,0.07864844341195909,0.10284328148222276,0.12577639751552788,-0.1597850448267432,6.9899999999999265,7.046666666666657,7.241950879323929,6.993149378544889,3595170.3333333335,6.567333333333354,6.558666666666678,6.729369954728332,6.419175347035864,5624745.766666667,-0.023050120758230777,57.12124670233246,0.4444444444444444,0.16282211430501994,-0.1652990988913139,0.3333333333333333,63.34936197520655
2019-05-29,0,0.17120302572130264,0.19299714232332008,0,0.0,0,0,-0.03424381045429112,48.23769114508707,46.20674834746714,52.65776178753235,0,50.369213593357344,0,0,2.288548194175,0.06056129985228954,0.03310488416714311,0.008473566479936969,0.0149700598802396,-0.17615194372010298,0.05612998522895137,0.040549325168590424,0.057038582706794155,0.08832335329341316,-0.5747152749957076,7.078888888888816,7.136666666666658,7.337462077169556,7.074113110926939,4268919.777777778,6.576333333333355,6.560000000000012,6.7354217033603225,6.430014100563886,5600711.266666667,-0.019223860642672088,59.59158124426884,0.5555555555555556,0.1496817883687627,-0.5869454194088495,0.3333333333333333,67.04325730418242
2019-05-28,0,0.2108953653260981,0.19844567147382441,0,0.0,0,1,-0.04052489524481079,50.47945322021967,50.369213593357344,59.108775227597555,0,67.85156762609611,0,0,-8.742792398498558,0.0027855153203343265,0.05719791859435287,0.10691558086036053,0.06194690265486724,-0.5872455225113729,-0.03621169916434538,-0.04116584120536952,-0.013410144255975679,0.04424778761061944,-0.03581563751591977,7.175555555555483,7.179999999999991,7.438412337207914,7.140709439505612,5108624.777777778,6.577000000000021,6.559333333333345,6.728287957799635,6.426570456301283,5479162.166666667,-0.010994454192645354,62.5482559969652,0.6666666666666666,0.13077893224294773,-3.29242871268532,0.3333333333333333,70.57185353426696
2019-05-24,0,0.24830783710784043,0.19533324801075597,0,0.0,0,1,-0.014620179081398843,61.653967078555425,67.85156762609611,67.84833686183777,1,65.77033500315103,1,1,2.078001858686733,-0.01111111111111112,-0.0719521073895644,-0.07275297154598433,-0.00694444444444442,0.6019857655393588,-0.002777777777777842,-0.050007096169623795,-0.0715440445206205,-0.019444444444444525,2.476375120032114,7.242222222222149,7.117777777777769,7.434530921231919,7.095300297524674,6055738.888888889,6.576000000000021,6.544000000000011,6.714399138423461,6.424550481325861,5392633.733333333,-0.00034467513361197366,65.03694871622706,0.7777777777777778,0.10707011095646474,-0.4803913000451041,0.4444444444444444,73.51350434494267
2019-05-23,1,0.24968436891496815,0.18208960073648484,0,1.0,0,1,-0.020114783639682277,60.69206637826295,65.77033500315103,67.84510609757942,0,69.9328002490412,0,0,-2.0876941514617613,0.015449438202247236,0.03382258314704504,0.03553966982323339,0.013986013986013936,-0.26034197687808996,0.050561797752809036,0.07849970651477865,0.042905958088649776,0.012587412587412567,1.941981706062812,7.178888888888815,7.012222222222213,7.243098723871595,6.8740621588896005,6908340.444444444,6.561666666666688,6.529333333333344,6.683900626460171,6.393835576922933,5406116.666666667,0.003054191596880267,64.86016735553795,0.8888888888888888,0.0806126761218204,0.23943258498463355,0.4444444444444444,73.16272644293306
2019-05-22,0,0.25290046051002957,0.16519090869186398,1,1.0,1,1,-0.012171919983001489,63.65761805669546,69.9328002490412,69.91987719200782,0,72.13961789053268,0,1,-2.219740698524845,-0.011065006915629332,-0.007008447217109519,-0.013834899926265127,0.0027586206896551137,0.05548300441696235,-0.009681881051175695,0.07703805943467379,0.015506744567467564,0.041379310344827565,4.955706265798259,7.096666666666591,7.002222222222213,7.215633673036446,6.774523096826029,8262989.555555556,6.547666666666688,6.514666666666678,6.6737116561937455,6.380493469860183,5468172.1,0.0059121663892952835,64.13483813240727,1.0,0.05406907250377306,-0.7503679921241783,0.4444444444444444,72.33155724087834
2019-05-21,0,0.24314499253848965,0.14326352073732257,1,1.0,1,1,-0.006945825302420647,64.24056392614987,72.13961789053268,69.90695413497446,1,64.6027214353496,1,1,5.304232699624848,-0.03216783216783223,-0.04802566433212277,-0.058738435140842794,-0.026134800550206262,0.8677873110066767,-0.07412587412587415,-0.011906949001324581,-0.1030253616518068,0.015130674002751077,4.649434125127004,7.032222222222147,6.916666666666657,7.188629901976512,6.674844703629695,10031333.666666666,6.528000000000021,6.495333333333345,6.64930492572758,6.356200546339919,5499668.3,0.011412581546098121,64.24420270676872,1.0,0.028289016784945793,-1.1594832696408401,0.5555555555555556,71.73982062380824
2019-05-20,1,0.22512044989061852,0.1182931527870308,1,1.0,1,1,-0.019771928752386272,61.09796397937932,64.6027214353496,67.67429037941622,1,63.80936391375137,1,0,3.8649264656648654,0.03757225433526008,0.04744966728286241,0.0416915978602623,-0.002824858757062212,0.4881898649823936,-0.0968208092485549,-0.14363801296387893,-0.17349798865383595,-0.06355932203389833,1.2172725818613899,6.928888888888815,6.806666666666657,7.045755139357821,6.526735824735809,10418764.666666666,6.505000000000021,6.4793333333333445,6.626265537373709,6.3329253759971635,5504596.9,0.014920657288323893,63.128583581428174,1.0,0.0039870026634423366,-1.5711323592228088,0.5555555555555556,70.39771601461398
2019-05-17,1,0.21818555436710785,0.09158632851113385,1,1.0,1,1,-0.021661113568645418,60.76090247162521,63.80936391375137,70.74585932348286,0,70.94958160813538,0,0,-0.20372228465251396,0.041782729805014025,0.05358616446121045,0.04154800762238847,0.025495750708215383,0.3557261954936224,-0.02089136490250689,-0.056826129885381806,-0.12891421141348233,-0.09206798866855517,1.3710162616274788,6.831111111111038,6.721111111111101,6.955001826283574,6.439666194129064,10469983.777777778,6.491666666666688,6.471666666666678,6.621444274993022,6.3316306017030035,5433425.2,0.01952339617881737,61.69216965934826,1.0,-0.0174618660715366,-1.7871135700143417,0.5555555555555556,67.89612813577885
2019-05-16,0,0.20819686147175975,0.05993652204714035,1,1.0,1,1,-0.0029602897574123044,65.50400494244471,70.94958160813538,77.68235473321435,0,83.24662319290778,0,0,-5.564268459693423,-0.042780748663101636,0.03242148516725376,0.008333983343945368,0.042817679558010996,0.49735326830107146,-0.1363636363636364,-0.07289824907253098,-0.12975633443445034,-0.07872928176795584,1.0906862133268984,6.7288888888888145,6.577777777777769,6.819563274555247,6.304463675043547,10137412.0,6.478666666666687,6.455000000000012,6.600751110897483,6.315633322250609,5285162.866666666,0.02452373913879992,59.97480126478414,1.0,-0.03518057048443457,-2.0133952150948438,0.6666666666666666,63.82340789772094
2019-05-15,0,0.17409206637301722,0.022871437190985493,1,1.0,1,1,0.039820847595949505,74.84776391935446,83.24662319290778,84.41512785829333,0,106.47592930360656,0,0,-22.06080144531323,-0.07541899441340782,-0.08901264499402785,-0.128942187019143,-0.02251655629139072,0.0012048004932195433,-0.13966480446927373,-0.23932660379039128,-0.20969250754972296,-0.16026490066225166,-0.5536559173147196,6.59444444444437,6.404444444444435,6.619561905800383,6.122214162310026,9695119.777777778,6.459333333333353,6.427333333333346,6.5693456804682215,6.291910163999707,5071635.3,0.026982942156272376,57.09896902505917,1.0,-0.04801842585262821,-1.5441260714742744,0.7777777777777778,57.963574089648674
2019-05-14,1,0.09646606148155978,-0.014933720104522437,1,1.0,1,1,0.055323116286489636,72.8776876935762,106.47592930360656,85.58363252367889,1,69.0180882084155,1,1,16.56554431526338,-0.05589123867069488,-0.174941436056079,-0.1326905541147084,-0.1016260162601626,-0.26693656360660467,-0.07099697885196371,-0.14901621302239054,-0.0726472920203613,-0.1598915989159891,-0.6338494456415424,6.407777777777703,6.256666666666657,6.374070525735289,5.908735120543211,9146177.888888888,6.428666666666686,6.4070000000000125,6.525264638791186,6.258857001721407,4720610.9,0.023235006700874337,52.089758117183585,0.8888888888888888,-0.054725346436121876,2.3203979581294414,0.8888888888888888,50.090345066481554
2019-05-13,1,0.013292999798549587,-0.04278366550104299,1,1.0,1,1,0.01596962149303132,60.06293483235342,69.0180882084155,64.69133574375121,1,56.134918919796846,1,1,8.556416823954372,0.12480000000000004,0.1536326593158041,0.09788328948906634,-0.03318250377073903,0.591379607147931,-0.057600000000000054,0.019715087719605482,0.04189856908103846,-0.07390648567119158,-0.6435768006350782,6.238888888888813,6.177777777777768,6.230970759272074,5.845174099499829,8858225.666666666,6.401333333333353,6.403333333333346,6.500027262359888,6.258507584562795,4353335.6,0.017122720164234766,47.22480166362881,0.7777777777777778,-0.05468653148054745,0.7729453625334303,0.8888888888888888,40.67298997184017
2019-05-10,1,-0.016695788019379876,-0.05680283182594113,1,1.0,1,1,0.005606989492052877,54.16410337008689,56.134918919796846,60.36458327908692,0,71.36048262452799,0,0,-10.995899345441067,-0.08108108108108111,0.03563256868666454,0.040541090087795884,0.04056162246489856,0.19543594526808403,-0.1578947368421053,-0.1433257555354035,-0.07253848290172916,-0.059282371294851775,-0.6912512262080938,6.158888888888814,6.143333333333324,6.240892541538816,5.885202093863959,8232310.111111111,6.39700000000002,6.412333333333346,6.517285731194575,6.283234888085831,4184646.7,0.015074323341267855,43.93392971699989,0.6666666666666666,-0.04883896484975446,0.1286414805918938,0.8888888888888888,33.57603283532822
2019-05-09,0,-0.03232953846307307,-0.06682959277758145,1,1.0,1,1,0.03733181642822404,64.64189922594858,71.36048262452799,64.594247638377,1,70.49602583455179,1,1,-5.901778196174803,-0.04643962848297211,-0.15291330573338208,-0.08428646658281459,-0.0494752623688156,-0.6803275562179508,-0.09752321981424147,-0.19501784454296045,-0.14326886462595262,-0.11994002998500747,-0.5568949332398188,6.111111111111036,6.0333333333333234,6.163674577082869,5.872437229750932,6870266.222222222,6.4006666666666865,6.39866666666668,6.51088140741378,6.296898045451341,3779315.2666666666,0.013973565763026755,41.51598921363513,0.5555555555555556,-0.03871071817790279,1.0399024071625458,0.8888888888888888,27.25202106134971
2019-05-08,1,-0.0782863684699242,-0.07545460635620854,1,1.0,1,0,0.024626856377611292,54.19999179808501,70.49602583455179,57.82801265222599,1,56.228621758838855,1,1,1.599390893387131,-0.0016233766233765888,0.019143660228754307,0.02210573655347391,-0.022082018927444744,-0.17867916939446224,-0.040584415584415584,-0.014765600534279314,0.003998889173586689,-0.07570977917981066,0.794991853790849,6.04444444444437,5.986666666666657,6.060712806438129,5.8443891947860545,5038522.888888889,6.398000000000021,6.402000000000013,6.495281729316228,6.302779007745047,3244733.5,0.009327562203524467,38.233200197650454,0.4444444444444444,-0.024813890670734154,2.197678905134342,0.8888888888888888,21.05665076796308
2019-05-07,1,-0.10220528431910658,-0.07474666582777963,1,1.0,1,0,0.021652721262055016,48.17023868066007,56.228621758838855,45.15999946990019,1,43.23890390135912,1,1,1.9210955685410696,-0.04227642276422775,-0.011350534780489857,-0.025561188485584793,-0.00967741935483879,-0.28641152600581166,-0.03414634146341463,-0.016016837338357785,-0.004256530767975127,-0.0467741935483871,-0.18392667734232526,6.012222222222146,5.996666666666657,6.083482506157188,5.864214931286282,4629327.333333333,6.405666666666687,6.4150000000000125,6.515127697075899,6.324564224393173,3117578.6666666665,0.004894970668337185,35.984734859948,0.3333333333333333,-0.007423671722808849,1.2700066219468158,0.7777777777777778,15.901182881738997
2019-05-06,1,-0.11699335095832986,-0.06788201120494788,1,1.0,1,0,0.023341973071197508,45.30458692054806,43.23890390135912,34.09137718096153,1,36.331634271338565,1,1,-2.240257090377032,0.00509337860780989,-0.03082008032345356,-0.02270285084999394,-0.01791530944625398,0.3785199819199118,0.0254668930390493,0.017592142055478953,0.03393705175938883,-0.026058631921823984,-0.15186447958968113,6.02666666666659,6.017777777777769,6.142532608557735,5.933724590540134,4240598.777777778,6.41700000000002,6.424666666666679,6.526781164466629,6.334590253230879,3046965.8333333335,0.0024519570073434313,35.51404828129851,0.2222222222222222,0.012298437775997565,0.7146896694952625,0.6666666666666666,12.943393900649259
2019-05-03,1,-0.12805748909118186,-0.055604176266602384,1,0.0,1,0,0.01917253739983983,39.62151478491986,36.331634271338565,24.94385046056394,1,26.28469662767224,1,1,-1.3408461671083014,-0.01520270270270268,-0.026857941872729652,-0.038813004011885435,-0.026533996683250436,0.7156464067207927,0.02027027027027029,0.05242129001979954,0.07741512699332263,0.006633499170812609,-0.6565113671921317,6.051111111111035,6.071111111111102,6.178092767554831,5.9855338279995784,4128222.3333333335,6.427000000000021,6.443000000000013,6.540069142500894,6.350562125250872,3022836.3,-0.00032798425180694907,35.5086263120552,0.1111111111111111,0.033244289941888265,1.6806291762787748,0.6666666666666666,11.255611541506333
2019-05-02,1,-0.12911669828487682,-0.03749084806045751,0,0.0,0,0,0.006089428497367141,29.76486574847425,26.28469662767224,13.556066649789313,1,0.836151828669104,1,1,12.71991482112021,0.013722126929674111,0.0367670200680788,0.07312006344986685,-0.001703577512776795,0.29497375569562223,0.07204116638078902,0.08786457120083963,0.10157714982942173,0.030664395229982915,-0.7379875936015668,6.078888888888812,6.121111111111102,6.227748016498077,6.041072112427451,3865243.888888889,6.4436666666666875,6.46066666666668,6.563716703550523,6.376811546956957,2928501.6,-0.0040828456723758615,35.64505596506793,0.0,0.054803131359614815,3.6469363531755983,0.6666666666666666,10.282518851858669
2019-05-01,1,-0.11229966422613913,-0.014584385504352683,0,0.0,0,0,0.00031253745673351374,29.093079611583235,0.836151828669104,0.8274366719063877,1,-1.811034282992897,1,1,2.6384709548992844,0.0050761421319797375,0.01784935903808031,0.01370143235461797,0.008532423208191095,-0.6265955091747618,0.07275803722504225,0.12336613259094764,0.12497235440008093,0.08020477815699655,-0.8794678543760046,6.13555555555548,6.184444444444434,6.317759876283838,6.147070831382804,3261162.222222222,6.462666666666688,6.474333333333346,6.586614818048647,6.400231124244926,2762919.066666667,-0.0064782774087464795,37.34441682958771,0.0,0.07627997671438962,2.652745989792248,0.5555555555555556,10.990055338489778
2019-04-30,0,-0.08818338200242604,0.00984443417609393,0,0.0,0,0,-0.002465949913670884,30.445087312693204,-1.811034282992897,0.8187215151436713,1,-1.9389603713368724,1,0,2.7576818864805435,0.016835016835016776,0.022417827082949888,0.01181521448911553,0.011844331641286003,-0.2583757917991115,0.07239057239057234,0.0573680967926689,0.05723322841297616,0.07614213197969547,-0.38650941748507084,6.198888888888813,6.275555555555546,6.407530860519664,6.213753020720225,2453362.111111111,6.4760000000000195,6.486000000000013,6.593043191079215,6.407416891789482,2468949.1333333333,-0.008781928650630384,39.37000727608835,0.0,0.09673611065107043,0.762351197698258,0.4444444444444444,15.344528178296486
2019-04-29,0,-0.06121047804412516,0.03435138822072392,0,0.0,0,0,-0.00429982871211701,32.40263883980401,-1.9389603713368724,3.4484773132802395,0,6.24302831958544,0,0,-2.7945510063052,0.0,0.0023520614722546285,0.018393460481869624,0.015050167224080242,-0.4417095705897086,0.05463576158940398,0.024298772800092124,0.02852333406155907,0.050167224080267525,-0.1979865304872958,6.287777777777702,6.361111111111103,6.514473545990394,6.322431139441073,2230252.6666666665,6.487333333333353,6.497666666666679,6.601323914163463,6.413751459098397,2432599.6333333333,-0.008846804321607024,43.10540558961237,0.0,0.11557267523556464,-0.024540539045485192,0.3333333333333333,22.35174700789544
2019-04-26,0,-0.03302018276579588,0.05824185478693619,0,0.0,0,0,-0.00448221560729653,35.09679808208645,6.24302831958544,8.835914997897351,1,4.317704712325986,1,0,4.518210285571364,0.0347682119205298,0.005915385617302412,-0.017257503662046505,-0.0032948929159803066,0.3086914692899923,0.05960264900662257,0.054652623751345435,0.04824337801092482,0.05107084019769351,0.6071504233327767,6.367777777777702,6.4399999999999915,6.5846949943369975,6.396854230858422,2105590.888888889,6.496666666666687,6.501666666666679,6.606069800232274,6.419071562877304,2477524.1333333333,-0.008873394359590685,46.57590015728639,0.0,0.1322137576574012,-0.11594449885901979,0.3333333333333333,30.121317035192646
2019-04-25,1,-0.005722457770316325,0.08105736417511922,0,0.0,0,0,-0.015266467439074255,33.96380375876292,4.317704712325986,11.428801676209261,0,18.17846133150987,0,0,-6.749659655300606,0.014399999999999977,0.0706010550983372,0.095910898769187,0.046280991735537236,-0.40428024975503474,0.07680000000000006,0.08190226350419483,0.07410449327960804,0.06280991735537189,0.48090461448803934,6.443333333333257,6.515555555555547,6.656757452392316,6.4701372583075765,2133074.0,6.49900000000002,6.507333333333347,6.606912855357452,6.4144934555190884,2517608.2666666666,-0.008416322461312452,50.1594661349722,0.0,0.14664313899883602,-1.4365607299130732,0.2222222222222222,37.86634652344437
2019-04-24,0,0.031238965155116816,0.1027523196614781,0,0.0,0,0,-0.00033440168688876615,43.93405947281466,18.17846133150987,18.539898640092538,0,21.616655643615452,0,0,-3.0767570035229106,0.0047318611987382094,-0.04194954043569542,-0.04733762231281564,0.004739336492891035,0.9005729749861932,0.05835962145110412,0.04947071427799556,0.04971295211583175,0.06003159557661925,0.4931045589435329,6.523333333333257,6.572222222222214,6.71573675965125,6.540633541044642,2148647.0,6.502000000000019,6.507000000000014,6.606270351238836,6.4173218465130475,2537758.6333333333,-0.006353034143383886,54.03463084001219,0.1111111111111111,0.15885417175037317,-0.5897696361735897,0.3333333333333333,45.49543151283707
2019-04-23,0,0.0494517054685959,0.12063065828806842,0,0.0,0,0,-0.0016774982611559158,45.25578919735823,21.616655643615452,18.90133594867521,1,12.448137478000628,1,1,6.453198470674579,0.0,-0.009558422703809173,-0.015661322504282652,-0.012578616352201269,-0.03047801996319559,0.05965463108320249,0.06522909168236662,0.06387535806805826,0.05345911949685532,-0.2629513502238879,6.567777777777702,6.609999999999992,6.731555524715617,6.5439226046361085,2543276.6666666665,6.499000000000019,6.502000000000013,6.5956220323974755,6.405951598579164,2576353.433333333,-0.006002998551462794,56.653499654326176,0.1111111111111111,0.16896112388658216,0.48209290847560105,0.4444444444444444,51.687955772316705
